Transaction_id,CC_Number,Transaction_Date,Amount,Merchant_Details
122,0660631725805828,2022-02-23,847.43,"Flores, Pope and Jefferson"
123,0660631725805828,2022-10-06,1820.20,"Orozco, Reyes and Brown"
124,0660631725805828,2023-06-09,2359.26,Long Group
125,0660631725805828,2021-12-16,240.71,Robinson Group
126,0660631725805828,2023-01-19,1655.80,Adams LLC
127,0660631725805828,2024-05-05,1407.87,Campbell-Carney
128,8732687585592071,2021-12-23,452.57,Guerra Ltd
129,8732687585592071,2024-03-19,1736.04,Hernandez LLC
130,8732687585592071,2023-09-29,1527.13,Perry-Brown
131,8732687585592071,2022-03-21,2458.47,Romero-Hammond
132,8732687585592071,2022-07-31,1293.29,"Moore, Lyons and Delgado"
133,8732687585592071,2025-09-13,2207.48,Turner-Peterson
134,8732687585592071,2024-03-31,811.19,Rose-Dominguez
135,8732687585592071,2025-09-17,1614.64,"Ward, Simpson and Harris"
136,8732687585592071,2021-06-04,1022.99,Jones-Harrell
137,8732687585592071,2021-01-01,1768.82,Johnson-Vasquez
138,8732687585592071,2021-05-16,2371.03,Cannon-Larson
139,8732687585592071,2023-02-02,858.55,Johnson-Swanson
140,8732687585592071,2025-07-20,340.15,Bryan PLC
141,8732687585592071,2021-10-24,1873.73,Murphy Ltd
142,8732687585592071,2024-04-28,2253.20,"Tyler, Stein and Rhodes"
143,8732687585592071,2021-05-07,1402.91,"Pena, Simmons and Martinez"
144,8732687585592071,2025-05-27,1179.60,"Wright, Roman and Hawkins"
145,8732687585592071,2021-11-12,1343.11,Mendoza-Murphy
146,8732687585592071,2024-11-12,2248.87,Anderson LLC
147,8732687585592071,2021-04-24,1114.81,Gill-Campbell
148,8732687585592071,2024-02-14,2397.46,Blackwell Group
149,8732687585592071,2021-01-26,326.00,Hopkins-Smith
150,8732687585592071,2025-06-29,2450.86,Schmidt and Sons
151,8732687585592071,2021-12-24,2148.30,Cardenas-Salinas
152,8732687585592071,2022-10-14,809.99,"Ingram, Maynard and White"
153,8732687585592071,2021-11-06,2497.48,Gentry Group
154,8732687585592071,2023-05-29,1861.68,Cox-White
155,8732687585592071,2021-07-27,941.60,Gill-Peterson
156,3318071994648579,2022-12-03,2481.80,Smith-Maxwell
157,3318071994648579,2025-05-28,1573.33,"Walters, Dixon and Archer"
158,3318071994648579,2021-07-17,1889.93,"Wright, Cole and Oliver"
159,3318071994648579,2022-11-27,1617.42,Young-Douglas
160,3318071994648579,2022-08-05,611.99,"Crosby, White and Williams"
161,3318071994648579,2021-08-10,1018.60,"Green, Johnson and Scott"
162,3318071994648579,2022-09-02,2170.56,Simpson-Sanders
163,3318071994648579,2022-01-16,964.02,"Walter, Hale and Bishop"
164,3318071994648579,2023-12-30,1280.86,"Dickerson, Smith and Duffy"
165,3318071994648579,2024-07-26,48.34,"Pena, Cruz and Vazquez"
166,3318071994648579,2021-02-04,212.37,"Martin, Griffin and Nelson"
167,3318071994648579,2021-06-28,199.59,Dixon LLC
168,3318071994648579,2021-07-10,354.11,"Thomas, Harrell and Hayes"
169,3318071994648579,2022-09-23,1445.69,Hammond-Holmes
170,4121674101302657,2023-12-09,211.06,Curtis-Wong
171,4121674101302657,2021-04-14,1526.36,Walker-Anderson
172,4121674101302657,2024-08-21,4.83,"Harvey, Bates and Roach"
173,4121674101302657,2024-02-27,1607.11,Dunn LLC
174,4121674101302657,2022-12-25,2149.28,Salas-Thompson
175,4121674101302657,2024-12-24,2266.47,Brown-Gilbert
176,4121674101302657,2021-11-01,1224.82,Wilkins-Nichols
177,4121674101302657,2023-11-04,1310.93,Turner Group
178,4121674101302657,2021-07-20,1187.65,"Warren, Park and Wu"
179,4121674101302657,2020-10-22,541.37,"Dawson, Grant and Howell"
180,4121674101302657,2023-12-21,1037.97,"Joseph, Morales and Beasley"
181,4121674101302657,2025-07-08,2363.44,Hurley-Thompson
182,4121674101302657,2021-08-13,1056.73,Parker Group
183,4121674101302657,2024-05-20,760.81,Rodriguez Group
184,4121674101302657,2024-03-24,529.00,"Bryant, Castillo and Hahn"
185,4121674101302657,2022-06-21,646.15,Peterson Group
186,4121674101302657,2022-12-15,1952.43,Combs Group
187,4121674101302657,2023-09-09,1868.27,Brown Group
188,4121674101302657,2021-10-11,612.27,Gray Group
189,4121674101302657,2025-03-21,1343.51,Young PLC
190,4121674101302657,2022-01-10,2407.55,"Simpson, Brown and Smith"
191,4121674101302657,2024-09-15,556.65,"Jarvis, Bullock and Carroll"
192,4121674101302657,2023-05-05,1699.39,Sanders Group
193,4121674101302657,2025-04-23,1192.47,"Martinez, Jackson and Francis"
194,8808484692601615,2025-07-16,1121.78,"Sanders, Ramsey and Mills"
195,8808484692601615,2024-07-28,2095.66,"Day, Reynolds and Hobbs"
196,8808484692601615,2020-11-02,1116.81,Jackson-Doyle
197,8808484692601615,2024-03-27,2166.10,"Taylor, Collins and Hudson"
198,8808484692601615,2023-03-22,1154.42,"Soto, Martinez and Snyder"
199,8808484692601615,2023-05-29,433.48,"Hester, Hebert and Henderson"
200,8808484692601615,2023-06-28,2225.59,Hatfield Group
201,8808484692601615,2023-08-19,613.26,Long Group
202,8808484692601615,2023-08-10,1111.80,Little PLC
203,8808484692601615,2024-01-19,1741.85,"Duncan, Stevens and Thomas"
204,8808484692601615,2022-12-13,1536.02,Herrera-Holt
205,8808484692601615,2022-09-12,2287.16,Frye and Sons
206,8808484692601615,2022-05-31,1221.47,"Shaw, Zavala and Johnson"
207,8808484692601615,2023-01-10,663.15,"Lopez, Blake and Walker"
208,8808484692601615,2023-01-10,2415.51,Allen-Peterson
209,8808484692601615,2020-12-28,936.46,Forbes Group
210,8808484692601615,2024-04-11,1710.66,Maynard LLC
211,8808484692601615,2022-02-28,599.33,Holmes-Lopez
212,8808484692601615,2024-03-16,2098.44,Fry PLC
213,8808484692601615,2021-10-23,836.37,Serrano LLC
214,8808484692601615,2022-07-06,886.00,Wallace PLC
215,8808484692601615,2024-09-27,1115.87,Hayes Inc
216,8808484692601615,2023-03-25,1968.24,Bryant-Delgado
217,8808484692601615,2020-11-18,2064.74,"Obrien, Serrano and Wilson"
218,8808484692601615,2025-08-26,2405.80,Leon Group
219,8808484692601615,2021-05-30,600.83,Edwards-Spencer
220,8808484692601615,2023-08-16,1164.86,Ross LLC
221,8808484692601615,2022-09-06,1188.82,Bailey Inc
222,7770311351030828,2024-04-26,2180.43,Woodward and Sons
223,7770311351030828,2025-09-05,2395.79,Benson Ltd
224,7770311351030828,2023-02-11,1053.70,"Ramsey, Thompson and Oconnor"
225,7770311351030828,2023-10-26,202.21,Garcia LLC
226,7770311351030828,2022-06-17,1113.44,Wolfe-Hayes
227,1481770454879815,2024-02-19,221.58,"Jones, Riley and Barnett"
228,1481770454879815,2024-01-11,1886.20,Sweeney-Hines
229,1481770454879815,2021-07-05,520.04,Ruiz-Hall
230,1481770454879815,2021-06-13,520.69,"Ballard, Smith and Patterson"
231,1481770454879815,2022-04-27,1471.31,"Swanson, Wood and Gonzalez"
232,1481770454879815,2021-05-20,81.76,Jones LLC
233,1481770454879815,2021-10-13,117.23,Rivera LLC
234,1481770454879815,2021-01-12,695.13,Ballard-Lin
235,1481770454879815,2025-08-14,1990.98,Golden-Jensen
236,1481770454879815,2023-09-19,996.67,"Parks, Lucero and Hall"
237,1481770454879815,2021-09-26,1266.10,"Hamilton, Barnes and Christian"
238,8475689977142591,2021-08-18,726.97,Bird-Collins
239,8475689977142591,2024-04-30,859.17,Hurst-Romero
240,8475689977142591,2022-11-11,2457.99,Johnson Group
241,8475689977142591,2021-04-26,834.50,Walton Group
242,8475689977142591,2022-02-14,1057.24,Juarez-Cunningham
243,8475689977142591,2024-06-05,855.55,"Johnson, Hoover and Mueller"
244,8475689977142591,2024-10-17,2284.56,Taylor-Gay
245,8475689977142591,2020-12-15,1692.41,Thomas-Bishop
246,8475689977142591,2023-07-02,1075.16,Avila Inc
247,8475689977142591,2025-08-17,1578.61,"Gallegos, Adams and Baker"
248,8475689977142591,2022-01-16,1906.97,May Ltd
249,8475689977142591,2020-12-22,2394.99,Williams-Guzman
250,2605593177047790,2023-03-11,73.23,Weaver-Jackson
251,2605593177047790,2022-08-10,1842.42,"Riley, Clark and Castillo"
252,2605593177047790,2025-05-31,150.77,Davis Inc
253,2605593177047790,2024-06-06,2037.52,Hunt Ltd
254,2605593177047790,2022-07-12,2474.01,"Gilbert, Lee and Sherman"
255,2605593177047790,2022-01-27,904.82,"Beard, Rangel and Garcia"
256,2605593177047790,2023-06-11,195.41,Norman Ltd
257,2605593177047790,2022-06-11,1723.90,Howell-Bentley
258,2605593177047790,2022-06-15,1255.16,Joyce-Miller
259,2605593177047790,2022-06-28,1839.26,"Huerta, Brown and Fuller"
260,2605593177047790,2021-02-17,786.58,Hunt-Dodson
261,2605593177047790,2025-05-10,217.82,Collins Inc
262,2605593177047790,2025-03-27,1707.44,Lin LLC
263,6463508516276444,2022-12-28,538.38,"Bird, Nelson and Fisher"
264,6463508516276444,2023-04-18,1969.10,Miller Ltd
265,6463508516276444,2024-04-03,1005.08,Wilson LLC
266,6463508516276444,2025-05-18,780.59,Hardin Group
267,6463508516276444,2024-02-02,1176.49,Sexton Group
268,6463508516276444,2023-06-04,2308.37,Gonzalez-Garcia
269,6463508516276444,2022-12-11,1607.45,Wilson LLC
270,6463508516276444,2022-03-05,1021.50,Andrews-Harvey
271,6463508516276444,2023-01-28,1672.66,"Rios, Hanson and Lane"
272,6463508516276444,2024-03-26,1801.65,"Wells, Moss and Rodriguez"
273,6463508516276444,2021-09-11,1459.29,Kirby-Haney
274,6463508516276444,2023-07-26,1678.37,"Lloyd, Williams and Lin"
275,6463508516276444,2020-12-28,1955.15,Gray Inc
276,6463508516276444,2023-08-28,1369.35,Schneider-Stewart
277,6463508516276444,2024-12-24,1770.72,"Carroll, Smith and Randall"
278,5552634707773685,2021-08-27,932.79,Good-Turner
279,5552634707773685,2025-01-22,922.78,"Harris, Sanders and Santana"
280,5552634707773685,2023-11-19,2444.90,Wu Inc
281,5552634707773685,2022-07-09,937.94,Summers-Smith
282,5552634707773685,2022-11-08,1605.12,Peterson Ltd
283,0326581366604218,2024-04-04,1796.10,Branch Group
284,0326581366604218,2021-11-15,582.44,Hanson LLC
285,0326581366604218,2024-07-04,10.02,Franklin LLC
286,0326581366604218,2024-10-17,1436.05,"Kirk, Gonzalez and Adams"
287,0326581366604218,2024-10-06,1241.45,"Vasquez, Martinez and Smith"
288,0326581366604218,2024-03-15,2138.56,"Gutierrez, Bautista and Watson"
289,0326581366604218,2024-01-14,696.32,Harris-Mccoy
290,6493753007464568,2021-12-28,605.68,Howard and Sons
291,6493753007464568,2022-10-22,1056.41,Sanford-Mcgee
292,6493753007464568,2024-12-07,168.65,Byrd-Bright
293,6493753007464568,2025-07-01,887.03,"Harmon, Hoffman and Burch"
294,6493753007464568,2024-08-05,2189.30,"Smith, Lloyd and Gamble"
295,6493753007464568,2022-10-28,971.99,Williams-Jenkins
296,6493753007464568,2025-08-16,771.51,"Stephenson, Rivera and Kelly"
297,6493753007464568,2024-01-31,1128.22,Vega PLC
298,6493753007464568,2024-06-10,533.82,"Clark, Robbins and Johnson"
299,6493753007464568,2022-06-30,2095.18,Mcclain-Fowler
300,6493753007464568,2024-05-21,1135.00,Sherman-Chambers
301,6493753007464568,2021-08-27,1251.36,Garcia-Buck
302,6493753007464568,2024-11-12,653.61,"Harris, Gonzalez and Garcia"
303,6493753007464568,2024-02-17,2162.00,Young Ltd
304,6493753007464568,2021-03-02,321.38,"Jones, Sanders and Hammond"
305,6493753007464568,2024-10-02,818.96,Alexander-Johnson
306,6493753007464568,2024-05-02,705.78,"Riggs, Moore and Haas"
307,6493753007464568,2025-09-17,2325.13,Rhodes-Jefferson
308,6493753007464568,2021-08-15,2184.53,Schmidt-Moran
309,6493753007464568,2024-11-15,2290.89,Neal-Lopez
310,6534285627559250,2021-06-01,1261.87,Thomas-Smith
311,6534285627559250,2022-03-10,564.93,"Rhodes, Schmidt and Benitez"
312,6534285627559250,2023-10-21,2480.29,Ayala-French
313,6534285627559250,2022-10-17,2289.53,"Nguyen, Palmer and Gonzalez"
314,6534285627559250,2021-12-25,1749.50,"Fuentes, Stephens and Lee"
315,6534285627559250,2020-12-26,1016.31,Lewis Group
316,6534285627559250,2024-01-25,2314.25,Walton and Sons
317,6534285627559250,2020-12-16,1242.75,Richardson PLC
318,6534285627559250,2024-02-10,239.68,"Ortiz, Day and Torres"
319,6534285627559250,2025-04-20,2423.47,Harris-Brown
320,6534285627559250,2023-10-02,191.81,Meyer-Valentine
321,6534285627559250,2022-01-10,470.56,Lara LLC
322,3091803904590528,2023-10-25,1285.78,Sharp LLC
323,3091803904590528,2024-09-16,669.57,"Valdez, Glass and Smith"
324,3091803904590528,2023-06-18,1931.34,Manning PLC
325,3091803904590528,2022-10-23,2036.97,Sanchez Ltd
326,3091803904590528,2023-11-06,525.88,Jones-Johns
327,3091803904590528,2022-04-27,2339.23,Johnson LLC
328,3091803904590528,2021-06-16,1345.37,"Weiss, Torres and Sandoval"
329,3091803904590528,2022-03-25,420.30,"Jefferson, Sheppard and Taylor"
330,3091803904590528,2025-02-20,1222.91,Ortega PLC
331,8516046525487139,2023-12-20,859.97,Smith Ltd
332,8516046525487139,2022-04-25,2017.02,"Mitchell, Nguyen and Flores"
333,8516046525487139,2025-06-25,2022.31,Lyons Group
334,8516046525487139,2022-11-16,759.67,Morris LLC
335,8516046525487139,2020-11-02,1693.86,Miller-Adams
336,8516046525487139,2025-05-19,2291.77,Alvarado Ltd
337,8516046525487139,2022-09-13,2448.04,"Chan, Madden and Weaver"
338,8516046525487139,2023-12-15,903.15,Brown Inc
339,8516046525487139,2022-11-24,2098.92,"Lee, Anderson and Cook"
340,8516046525487139,2020-12-14,277.39,"Scott, Crawford and Reynolds"
341,8516046525487139,2023-03-23,863.56,Davis LLC
342,8516046525487139,2022-04-29,445.36,"Montes, Moore and Christensen"
343,8516046525487139,2022-10-16,514.63,George Ltd
344,8516046525487139,2021-01-07,243.66,Reilly-Taylor
345,8516046525487139,2024-07-27,778.31,"Jenkins, Jones and Martinez"
346,8516046525487139,2021-07-14,2386.53,Davies-Elliott
347,8516046525487139,2025-04-17,1369.78,"Miller, Park and Walsh"
348,8516046525487139,2021-10-15,1913.81,Jones and Sons
349,8516046525487139,2021-09-13,139.66,"Clark, Rowland and Johnson"
350,8516046525487139,2024-09-15,2401.33,Gibson-Petersen
351,8516046525487139,2025-06-10,2047.99,Holden-Garrett
352,8516046525487139,2020-12-13,963.56,Santos-Bullock
353,8516046525487139,2024-05-09,318.71,Walker Ltd
354,8516046525487139,2022-05-28,2455.09,"Lindsey, Rollins and Price"
355,2677458560932571,2024-01-22,2286.91,Garcia-Allen
356,2677458560932571,2025-03-25,1723.15,Long-Jackson
357,2677458560932571,2020-11-22,925.57,"Johnson, Tucker and Bates"
358,2677458560932571,2023-03-18,1861.66,"Brown, Jarvis and Hunt"
359,2677458560932571,2024-06-13,2445.21,"Duncan, Davidson and Cooper"
360,2677458560932571,2021-01-21,131.00,"Richardson, Mendez and Berger"
361,2677458560932571,2022-07-06,1839.03,"Cordova, Martin and Davidson"
362,2677458560932571,2025-03-27,434.30,Daniels-Sanders
363,2677458560932571,2022-12-02,786.67,Cisneros-Vasquez
364,2677458560932571,2023-02-27,2261.60,Johnson PLC
365,5547014460174812,2025-04-19,2475.38,Lopez-Mitchell
366,5547014460174812,2024-02-24,1809.60,Ashley LLC
367,5547014460174812,2025-04-24,492.41,"Miller, Bernard and Bailey"
368,5547014460174812,2025-05-03,831.52,Stein-Armstrong
369,5547014460174812,2022-03-18,891.54,"Hood, Hutchinson and Brooks"
370,5547014460174812,2024-09-16,2122.59,Davis-Collins
371,5547014460174812,2025-06-15,802.50,Robbins-Tyler
372,5547014460174812,2025-08-03,475.33,Dean LLC
373,5547014460174812,2021-04-10,768.97,Sims and Sons
374,5547014460174812,2025-09-30,1125.00,Davis and Sons
375,5547014460174812,2022-10-26,220.79,Arnold and Sons
376,5547014460174812,2021-10-24,250.42,Frank-Mendoza
377,5547014460174812,2025-07-16,1541.98,"Santiago, Knight and Brown"
378,5547014460174812,2020-10-29,1851.26,Johnson and Sons
379,5046959833017196,2022-05-13,1373.02,"Jones, Hickman and Zhang"
380,5046959833017196,2022-01-31,1920.37,Edwards-Rodriguez
381,5046959833017196,2024-01-06,1142.09,"Sanchez, Baker and Johnson"
382,5046959833017196,2021-08-25,2098.69,"Rogers, Henry and Molina"
383,5046959833017196,2023-05-20,594.21,Rodriguez LLC
384,5046959833017196,2021-04-27,764.26,Taylor-Watson
385,5046959833017196,2020-11-01,759.64,Robinson and Sons
386,5046959833017196,2021-06-01,1396.35,Horn-Robinson
387,5046959833017196,2024-10-10,1494.49,Wilson and Sons
388,5046959833017196,2025-04-03,354.26,Campbell LLC
389,5046959833017196,2022-05-13,2144.36,Lopez-Campbell
390,5046959833017196,2022-06-15,667.98,May-Shaw
391,5046959833017196,2024-12-13,138.64,"Johnson, Allison and Rogers"
392,5046959833017196,2024-02-01,1711.41,"Taylor, Anderson and Mendoza"
393,5046959833017196,2022-05-05,2293.49,Johnson-Guerrero
394,5046959833017196,2021-04-20,258.34,Brown-Torres
395,4191632664044356,2025-03-21,2294.38,Ross-Donovan
396,4191632664044356,2021-08-11,956.73,Salazar-Fitzgerald
397,4191632664044356,2022-03-19,951.96,"Zuniga, Dominguez and Bell"
398,4191632664044356,2022-05-09,234.12,"Vargas, Wong and Torres"
399,4191632664044356,2025-06-23,2238.03,Lewis Inc
400,4191632664044356,2020-10-28,2100.67,Vazquez-Hartman
401,4191632664044356,2021-11-13,1817.05,"Dean, Hayes and Haynes"
402,4191632664044356,2022-03-28,331.90,"Powell, Robinson and Jenkins"
403,4191632664044356,2022-01-30,625.90,Dougherty Group
404,4191632664044356,2021-04-27,1850.39,Bartlett PLC
405,4191632664044356,2023-07-16,1339.33,Porter-Williams
406,4191632664044356,2023-06-20,2060.74,Reid-Anderson
407,4191632664044356,2025-02-06,380.71,Jones Group
408,4191632664044356,2025-05-03,1582.42,Oconnor and Sons
409,4191632664044356,2023-01-03,890.24,Huber LLC
410,4191632664044356,2022-03-25,1005.87,"Hardy, Young and Robbins"
411,4191632664044356,2022-02-28,1955.63,Clark PLC
412,4191632664044356,2021-02-13,1546.09,Morton and Sons
413,0822089272188073,2023-09-01,2386.55,Rodriguez Inc
414,0822089272188073,2025-08-20,1323.17,Mercer-Rodgers
415,0822089272188073,2022-04-07,678.20,"Hobbs, Ruiz and Gregory"
416,0822089272188073,2022-08-05,1999.28,Perkins-Williams
417,0822089272188073,2021-11-01,216.79,Rodriguez PLC
418,0822089272188073,2025-10-14,28.79,"Carpenter, Merritt and Conner"
419,0822089272188073,2022-08-14,576.76,Wood PLC
420,0822089272188073,2022-02-04,1999.33,Anderson-Aguilar
421,0822089272188073,2022-04-03,2306.29,Simpson LLC
422,0822089272188073,2022-04-03,879.89,"Wood, Nielsen and Morales"
423,0822089272188073,2025-01-29,1900.40,Morales and Sons
424,0822089272188073,2022-09-19,1568.62,Powell and Sons
425,0822089272188073,2025-07-13,1758.94,"Pittman, Morgan and Hicks"
426,0822089272188073,2024-12-02,365.27,"Baird, Dawson and Yang"
427,0822089272188073,2025-07-18,2400.45,Griffin LLC
428,0822089272188073,2022-02-06,1158.79,Holland-Crawford
429,0822089272188073,2021-01-24,669.06,Stone Inc
430,0822089272188073,2023-11-26,1539.60,Lucas-Stevens
431,0822089272188073,2021-09-07,322.92,Jones Group
432,0822089272188073,2021-04-17,479.25,"Scott, Parker and Williams"
433,0822089272188073,2023-03-18,2348.25,Quinn LLC
434,0822089272188073,2024-12-29,1525.54,"Guzman, Jackson and Parker"
435,0822089272188073,2025-04-24,738.81,Alexander and Sons
436,0822089272188073,2024-10-05,2252.52,Price-Krueger
437,0822089272188073,2021-04-04,112.70,Collins-Campos
438,0822089272188073,2022-01-04,2489.63,"Ellis, Wilson and Warren"
439,0822089272188073,2020-11-05,2313.84,Jones-Jackson
440,0822089272188073,2022-03-16,58.65,Love-Newman
441,0822089272188073,2024-12-24,2283.91,Colon-Ford
